project,status,output,error,build_time_sec,run_time_sec
7e173302952b210aeaf3,runtime_error,,"File ""/app/snippet.py"", line 96
    print ""times for 1 million calls""
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""times for 1 million calls"")?",14.48,1.28
7e3d537b94c30c782d1b50b712ea79a6,exception,,'NoneType' object is not subscriptable,4.57,
7eb39b44eb9e16e59632d25fb3119975,exception,,'NoneType' object is not subscriptable,3.86,
7ec5bf797308279dc587,exception,,'NoneType' object is not subscriptable,3.95,
7eca8b9f0ff5b3bfb742,success,,,15.33,1.41
7ef2ef722e4520fba09c9f4d83ecc453,success,,,19.25,1.64
7f3ab982eb65900c5159,success,,,7.01,1.14
7f46e790c9e342d75dcbd9b1deb9d940,exception,,'NoneType' object is not subscriptable,3.09,
7f4e44a42b8e1f457f77,exception,,'NoneType' object is not subscriptable,5.86,
7f79c85c8883268660bd,success,,,3.95,1.07
7f9422fc8372b7c4b1a2,success,,,16.43,1.58
80b4b93baa5b33ed25e1823d3494f0a8,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 42, in <module>
    main()
  File ""/app/snippet.py"", line 28, in main
    with open(sys.argv[1], 'r') as dotcom_names:
              ~~~~~~~~^^^
IndexError: list index out of range",16.11,1.29
81299cd171a60a071343,success,,,8.41,1.6
81635e6cbc933b7e8862,success,,,20.24,2.17
816927d8d8d2d7d8afb0,success,,,28.63,2.08
817a70706587da3bd862835c59ef584e,success,,,162.92,2.28
8209b67ff556cb18651d,success,,,8.31,1.34
82d3bb091d45b59c1d7674727b1292a7,success,,,7.25,0.95
82f7b21509a69a0d70e18f2e4ddf5ed9,success,,,6.79,0.75
835821d98f325225e81352ea828cf521,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 29, in <module>
    PATH_TO_FILE = sys.argv[1]
IndexError: list index out of range",5.58,1.29
835cda68ddd9c5416defce876a4d7dd9,success,,,7.25,0.96
8378209d6cf5f073087b3c2b9814acec,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
839f6a3534002a6a29d819666a28bf5e,success,,,7.44,0.82
83b56c3e76c28f88e9ea,exception,,'NoneType' object is not subscriptable,3.36,
83e4136803ca67b4955a,success,,,6.99,1.02
83ff717d87c2559cc6e3,success,,,7.26,1.02
844aab52fcff6b1c652a,success,,,6.96,1.22
85098ded28a6e472fa7d4c5b0afd5d3e,exception,,'NoneType' object is not subscriptable,4.25,
850ab7372d51005fdfd7,exception,,'NoneType' object is not subscriptable,26.37,
85a3eab09fefbb3bee5d,success,,,15.33,1.41
85ab1cfc3f733165e4b9,exception,,'NoneType' object is not subscriptable,6.54,
85c2ea78ba8de11cdaa14c75e740d633,exception,,'NoneType' object is not subscriptable,7.8,
8684968ebacb5522c86a,exception,,'NoneType' object is not subscriptable,3.24,
86b60a7723b97da19f7bfa3cb7d2690e,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 15, in <module>
    import cv2
ModuleNotFoundError: No module named 'cv2'",9.14,1.16
86b74ae47719a27bbb25,exception,,'NoneType' object is not subscriptable,3.12,
87e9a3e0539ce268222d1d597864c098,runtime_error,,"from keras.src import applications
  File ""/usr/local/lib/python3.11/site-packages/keras/src/applications/__init__.py"", line 18, in <module>
    from keras.src.applications.convnext import ConvNeXtBase
  File ""/usr/local/lib/python3.11/site-packages/keras/src/applications/convnext.py"", line 26, in <module>
    import tensorflow.compat.v2 as tf
ModuleNotFoundError: No module named 'tensorflow'",15.26,1.31
881cd3e0f8836121226a04efb9e2ae18,success,"ResNeXt(
  (conv1): Conv2d(3, 64, kernel_size=(7, 7), stride=(2, 2), padding=(3, 3))
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu): ReLU(inplace=True)
  (max_pool): MaxPool2d(kernel_size=3, stride=2, padding=1, dilation=1, ceil_mode=False)
  (conv2): Sequential(
    (0): Bottleneck(
      (conv1): Conv2d(64, 128, kernel_size=(1, 1), stride=(1, 1)","/usr/local/lib/python3.9/site-packages/torch/_subclasses/functional_tensor.py:279: UserWarning: Failed to initialize NumPy: No module named 'numpy' (Triggered internally at /pytorch/torch/csrc/utils/tensor_numpy.cpp:81.)
  cpu = _conversion_method_template(device=torch.device(""cpu""))",316.7,3.71
883b3b4a51b0db7d0e0d,runtime_error,,"File ""/app/snippet.py"", line 25
    print ""Running...""
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""Running..."")?",8.56,6.95
88d0ebab5ace81201f04,success,,"2025-10-11 07:16:45.870446: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 07:16:45.871175: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",100.6,3.5
893b63390160e33ddb3c,exception,,'NoneType' object is not subscriptable,3.53,
8a0f820261926e2f41cc,runtime_error,,"File ""/app/snippet.py"", line 645
    print dnn, ""using"", method
    ^^^^^^^^^^^^^^^^^^^^^^^^^^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?",14.39,1.14
8a8095721ee81d49f16c,runtime_error,,"File ""/app/snippet.py"", line 78
    print ""The needle starts at sample: %d"" % (at,)
          ^
SyntaxError: invalid syntax",22.52,1.25
8abc96b010820970f304,runtime_error,,"File ""/app/snippet.py"", line 24
    self.file.write(']')
TabError: inconsistent use of tabs and spaces in indentation",14.05,1.07
8abd37bf2d60cce6e01d,success,,,8.1,1.5
8abe1d2f62400f87958d,exception,,'NoneType' object is not subscriptable,3.49,
8ad859f30438f3be149fe9751391d037,success,,,7.5,1.69
8af030b2dd654273c5bc,runtime_error,,"File ""/app/snippet.py"", line 166
    print 'COMPILING'
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print('COMPILING')?",14.52,1.17
8b100c205b8c35b3c8ce,exception,,'NoneType' object is not subscriptable,3.02,
8b1502a49d8b20a6ae70,success,,"/app/snippet.py:2: DeprecationWarning: Please import `map_coordinates` from the `scipy.ndimage` namespace; the `scipy.ndimage.interpolation` namespace is deprecated and will be removed in SciPy 2.0.0.
  from scipy.ndimage.interpolation import map_coordinates
/app/snippet.py:3: DeprecationWarning: Please import `gaussian_filter` from the `scipy.ndimage` namespace; the `scipy.ndimage.filters` namesp",15.82,1.52
8b6f09310a847e0a7aed,success,,,13.1,1.34
8b799c0345eaba56cc8c,success,,,6.17,1.97
8bb867dc631433c01fd0,exception,,'NoneType' object is not subscriptable,2.92,
8bc573bb3a970b1c214d,success,,,7.25,0.95
8be20f6256f9fd474c05,exception,,'NoneType' object is not subscriptable,2.87,
8c6446457bcabf6e8e868e8717426ff4,success,,,6.79,0.75
8cb3aa12e73a6df8d6b6,exception,,'NoneType' object is not subscriptable,3.16,
8cebde204781b7d27c90,exception,,'NoneType' object is not subscriptable,3.19,
8d1a9b14d4e9a9080ab4752608c2de61,exception,,'NoneType' object is not subscriptable,4.25,
8d36bc7ab765ee601403e90d1d2f303f,success,,,6.76,0.8
8e2cf809155062082c838f7346e45fe8,success,,,7.15,0.91
8e4bea946ab9c05347fe,exception,,'NoneType' object is not subscriptable,3.5,
8f07d0bfadffd40fcf40cd49cb77382d,success,,,7.25,0.96
8f3b0a678011ac74c61b,success,,,7.53,0.9
8f6667310a94f0c18bda10a1d5ff578c,runtime_error,,"dart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
Traceback (most recent call last):
  File ""/app/snippet.py"", line 6, in <module>
    from tensorflow.python.ops.rnn_cell_impl import RNNCell, _linear
ImportError: cannot import name '_linear' from 'tensorflow.python.ops.rnn_cell_impl' (/usr/local/lib/python3.11/site-packages/tensorflow/python/ops/rnn_cell_impl.py)",97.43,3.78
8fa6b37265d5394dd7a4,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
8fdb62f7094e6a9829f2,success,,,4.65,0.77
8ff8e31ee1a2a9585a5a,success,,,7.44,0.82
9056ad6e642b814090829edffb4ffd27,success,,,6.84,1.01
908a8f99ea5c98cedb4aaf71c7a3324f,success,,,16.33,1.16
908ef5f4fa162f15b3b8,success,,,6.96,1.22
90a6d0f6789e15c38e97,exception,,'NoneType' object is not subscriptable,3.07,
91334d590b6592c0c960,success,,,15.13,1.37
9218f99ba35da225ca11,success,,,15.33,1.41
92a2d05dd772778f86f2,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 18, in <module>
    import ycm_core
ModuleNotFoundError: No module named 'ycm_core'",14.69,1.24
931b0194242fca0e234e,success,,,3.95,1.07
934a8308a4ec09e2e0756a313a915622,exception,,'NoneType' object is not subscriptable,3.05,
9395cd6d36c7ac3be2d1,exception,,'NoneType' object is not subscriptable,3.16,
9396204419c7b638d38f,success,,,16.86,1.69
93e0ba46f0fa6faf660d,success,,,18.18,1.19
94412c4808421acbd1d0,success,,,4.89,1.07
944439a04546f4c02cb9,exception,,'NoneType' object is not subscriptable,3.05,
946c4d9aa7a74828bc12,success,,,7.87,1.49
949ba045d1471c03ae7c,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 10, in <module>
    import theano
ModuleNotFoundError: No module named 'theano'",22.21,1.98
94a400a7bce6f8cfc9e7eff87270c9e9,success,,,8.41,1.6
94e623123f20566d158569a2ef3b25a2,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 27, in <module>
    from gi.repository import Gtk
ModuleNotFoundError: No module named 'gi'",14.9,1.14
9574251b3c7eefccd84fc38905110ce4,success,"iter 1 violation 1.0
iter 2 violation 0.9275458043179818
iter 3 violation 0.8160522950492526
iter 4 violation 0.6990455291229618
iter 5 violation 0.6393618992982688
iter 6 violation 0.5957671717992999
iter 7 violation 0.5362919287445385
iter 8 violation 0.47177217115298603
iter 9 violation 0.44812761767941456
iter 10 violation 0.3834613038353731
iter 11 violation 0.32486115892212175
iter 12 violat",,20.24,2.17
95a2a749ceb47ad4eb1ff6d1f8d73c5c,exception,,'NoneType' object is not subscriptable,4.98,
95c66d564c58361ecf9f,success,,,28.63,2.08
95f97485ada5b47693ca,success,,"2025-10-11 07:16:45.870446: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 07:16:45.871175: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",100.6,3.5
9646279d220994222845,runtime_error,,"File ""/app/snippet.py"", line 79
    print ""TDM contains %i terms and %i documents."" % (len(self.features), self.tdm.shape[0])
          ^
SyntaxError: invalid syntax",14.19,1.29
9649532644540b5b798308f66699ef67,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 5, in <module>
    import lldb
ModuleNotFoundError: No module named 'lldb'",14.3,1.21
9683c333e73a82379b8e377eb2e6fc41,success,,,8.1,1.5
969ea467e870b68963f3,success,,"/app/snippet.py:2: DeprecationWarning: Please import `map_coordinates` from the `scipy.ndimage` namespace; the `scipy.ndimage.interpolation` namespace is deprecated and will be removed in SciPy 2.0.0.
  from scipy.ndimage.interpolation import map_coordinates
/app/snippet.py:3: DeprecationWarning: Please import `gaussian_filter` from the `scipy.ndimage` namespace; the `scipy.ndimage.filters` namesp",15.82,1.52
96a329f6d12f17b4760373b1cf3b92e9,success,,,13.1,1.34
96ec9b3c5df60a07b216,exception,,'NoneType' object is not subscriptable,4.21,
9771f75e3f16ba5daafb,success,,,8.11,1.49
9797a9ce8ad97de6e326afc7c9894965,success,,,7.15,0.91
97a1b2b7f954246886de,exception,,'NoneType' object is not subscriptable,3.22,
97cffbea574a5890f0d7,success,"iter 1 violation 1.0
iter 2 violation 0.9275458043179818
iter 3 violation 0.8160522950492526
iter 4 violation 0.6990455291229618
iter 5 violation 0.6393618992982688
iter 6 violation 0.5957671717992999
iter 7 violation 0.5362919287445385
iter 8 violation 0.47177217115298603
iter 9 violation 0.44812761767941456
iter 10 violation 0.3834613038353731
iter 11 violation 0.32486115892212175
iter 12 violat",,20.24,2.17
97d0fb82c3894f56809a,success,,,7.25,0.96
982ce339d5f8c9a769a0,exception,,'NoneType' object is not subscriptable,18,
98a38b54f889fce2b237,success,,,7.44,0.82
98b4d7288a2ee7b1319a8ff71d3e2c7b,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 7, in <module>
    from google.cloud.vision import types as GoogleTypes
ImportError: cannot import name 'types' from 'google.cloud.vision' (/usr/local/lib/python3.9/site-packages/google/cloud/vision/__init__.py)",10.69,1.46
98b59370a1d171817edb,success,,,6.99,1.02
990d3653c5803927cbb6,runtime_error,Username:,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 359, in <module>
    usr = input(""Username: "")
EOFError: EOF when reading a line",4.41,1.3
9951701907ed328218dd,success,,,16.58,1.14
9956ec93a07ca4e9ba5bc415b014bcca,success,,,7.19,1.14
99b7fb8ff89104d30eab,runtime_error,,"File ""/app/snippet.py"", line 91
    except Exception,inst:
           ^^^^^^^^^^^^^^
SyntaxError: multiple exception types must be parenthesized",13.96,1.2
99e1ad329383de04be4834a8c3e28c0d,success,,,16.33,1.16
9a632bbb0acb445f4f3a,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 6, in <module>
    from flask.ext.script import Command, Option
ModuleNotFoundError: No module named 'flask'",14.4,1.29
9ad6a265aac887fa26c1,success,,,6.96,1.22
9b1e305543f6fcc9318a,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
9b7787a607a5a676c6d8,exception,,'NoneType' object is not subscriptable,3.08,
9bb9eaea2523cd2144cf959f48a14194,runtime_error,,"in __getattr__
    self._setup(name)
  File ""/usr/local/lib/python3.9/site-packages/django/conf/__init__.py"", line 63, in _setup
    raise ImproperlyConfigured(
django.core.exceptions.ImproperlyConfigured: Requested setting INSTALLED_APPS, but settings are not configured. You must either define the environment variable DJANGO_SETTINGS_MODULE or call settings.configure() before accessing settings.",8.19,1.49
9c1614281797ce620c6069476d39c7b8,exception,,'NoneType' object is not subscriptable,3.77,
9c411d2b88eab4232cc66a9c7f6988fc,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 21, in <module>
    from ibapi.wrapper import EWrapper
ModuleNotFoundError: No module named 'ibapi'",13.92,1.24
9c4d012d6fff059ccea7,success,,,19.87,1.82
9cba618eacedc68c656b,success,,,7.25,1.11
9cfd4d8400961a3b67a1351a1851c869,success,,,15.13,1.37
9d0bf77bf070262ab3cddfc4b79d031b,success,,,7.17,1.05
9d39e1868e220e02cb58,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 10, in <module>
    from PyQt5.QtCore import QUrl
ImportError: libgthread-2.0.so.0: cannot open shared object file: No such file or directory",14.39,1.17
9dcd642059214d81b3ef,success,,,15.33,1.41
9e30b2f908e801da1bd789f4ce3e7aac,success,,,19.25,1.64
9e990f56dabe27b42bfb,exception,,'NoneType' object is not subscriptable,6.6,
9ea0e4feb62a45acffee,success,,,7.01,1.14
9ed6ee8a55ff1587c08c793d5f23dfda,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 3, in <module>
    import tensorflow as tf
ModuleNotFoundError: No module named 'tensorflow'",14.35,1.54
9f1793c4d1f466d3b58966da36b54fad,exception,,'NoneType' object is not subscriptable,4.87,
9f2d7da68779a17a0890,exception,,'NoneType' object is not subscriptable,3.03,
9f49f91bd7d0a527fdb5,success,,,3.95,1.07
9f6118ff84867e89f3348707c7a1271f,exception,,'NoneType' object is not subscriptable,22.38,
9f782f83e25d3c9eb202,success,,,16.43,1.58
9fd4304148b398983b3c,success,,,17.34,1.18
9fffe8ba08e378e3d027610921c51a78,success,,,18.18,1.19
a003ace716c278ab87669f2fbd37727b,success,,,4.89,1.07
a06477775f18c11b4517,success,Not Set ItemId,,16.91,1.19
a08221826c6f20ac47fe688e575e51ca,exception,,'NoneType' object is not subscriptable,5.5,
a0a5dd7bfcaac3d3e9c18e5ea1080b95,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 9, in <module>
    from pandas_datareader import data as web
ModuleNotFoundError: No module named 'pandas_datareader'",15.29,1.7
a16749ee76941e8d86c8,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 1, in <module>
    import idaapi
ModuleNotFoundError: No module named 'idaapi'",14.59,1.21
